a1,a2,a3,a4,a5,a6,a7,a8,emotions
2.5633,5.3333,3.6598,1.9313,2.2378,3.75,1.8667,1.25,fear
2.4889,2.3505,3.2064,1.8318,2.544,2.8388,2.5127,1.4254,fear
2.795,2.9678,2.1662,1.7584,2.0049,2.4328,1.8289,1.5256,fear
2.5583,1.6031,4.6771,2.0816,3.238,4.3333,2.309,1.3723,fear
2.1735,3.4059,7.0355,1.8599,1.8599,4.6667,1.9299,1.2332,fear
2.3984,1.6704,6.5,1.562,2.2091,3.0104,2.0778,1.2639,fear
2.8333,2.4,2.1667,6.4977,2.5486,3.25,1.8478,1.5,fear
2.1925,2.6926,3.7656,2.1547,2.0055,4.6786,1.9355,1.2387,fear
2.8803,5.0,3.9655,2.502,2.7704,3.4059,2.0761,1.4805,fear
2.5356,4.7539,2.5118,2.818,3.0557,3.5089,1.9962,1.4032,fear
2.4083,1.4799,3.0894,1.6626,1.7734,3.1623,2.2361,1.3031,fear
2.3606,2.1122,3.1629,1.9823,2.3361,3.6222,1.7126,1.2932,fear
2.3133,2.0,3.0624,1.8571,2.8889,5.3437,1.81,1.3125,fear
2.4359,4.0078,2.5141,2.8036,4.4328,4.7434,1.9333,1.1852,fear
2.4763,3.1925,2.4355,2.0036,3.1141,2.8284,2.1401,1.4182,fear
2.5983,3.7832,2.9204,2.1498,4.244,3.4041,1.8742,1.4018,fear
2.2932,3.3397,2.5455,2.507,2.507,3.5,2.1429,1.2932,fear
2.1108,2.2535,3.6749,1.8527,3.2255,4.6786,1.9962,1.1108,fear
2.9921,3.2596,2.4857,1.5504,2.4755,7.0178,1.925,1.5358,fear
2.2606,2.718,7.0355,1.7522,2.3363,4.6667,2.1429,1.1563,fear
2.7282,1.9235,2.3687,1.4356,2.2698,2.8388,2.2797,1.4995,fear
2.7324,3.8471,3.4522,2.2937,2.373,2.9506,1.919,1.419,fear
2.467,2.1287,3.3159,2.4167,1.9253,3.8806,1.875,1.2919,fear
2.4018,1.6814,2.5748,1.9187,2.3113,3.6818,2.2796,1.2625,fear
2.7803,2.357,3.4677,1.7111,2.1998,3.5355,1.8601,1.4213,fear
3.0769,4.111,2.3287,1.7915,2.4835,3.0,1.8012,1.4615,fear
3.504,1.7143,1.985,1.7787,2.1754,2.6077,2.3022,1.8352,fear
3.3157,2.5495,2.6874,2.5144,2.6984,3.3955,2.1429,1.6923,fear
3.0537,6.3246,2.7417,2.0484,2.1939,2.9678,2.0496,1.5572,fear
2.5724,3.5,3.0095,1.6456,1.9067,3.25,1.9246,1.3571,fear
2.7084,4.25,2.3903,1.5502,3.4243,4.5,1.9452,1.5882,fear
2.3441,2.0328,5.1478,1.7338,1.439,3.4306,2.1992,1.1144,fear
2.0,2.8607,2.11,1.5742,3.1141,3.0067,2.1328,1.1985,fear
3.3547,2.7613,2.1785,1.919,2.3346,3.5089,1.7812,1.7226,fear
3.4059,3.2596,3.6749,2.3952,2.4904,2.3859,2.5693,1.779,fear
2.8932,2.4775,2.3602,1.867,2.1055,4.3012,1.8188,1.4553,fear
2.6165,6.8411,2.6876,3.4094,2.7568,3.0414,2.1934,1.2844,fear
2.4892,3.1145,3.2545,2.0416,2.0963,4.8088,1.8424,1.3326,fear
3.0039,1.8571,2.4025,1.6429,1.9167,4.1593,1.9007,1.4615,fear
3.0868,2.3022,5.2241,4.1258,2.4168,4.4045,1.8639,1.3031,fear
2.8989,4.1302,2.6016,1.7023,1.6279,5.1478,1.9132,1.2387,fear
2.6938,3.8881,3.0768,1.7344,5.0974,4.5069,1.8339,1.5644,fear
2.4959,3.144,3.25,3.7019,3.2461,2.5495,2.2308,1.2476,fear
2.9942,1.7029,2.943,2.0042,2.1508,2.8071,1.7114,1.5779,fear
2.8153,1.9846,2.5576,2.1543,2.7418,2.9417,2.1344,1.5,fear
4.0216,1.6997,3.5,3.1909,2.1777,2.6077,1.9174,1.765,fear
2.905,4.3925,4.0657,1.4224,1.8219,2.8141,2.1233,1.4451,fear
2.6938,2.2902,2.8451,2.0965,2.0754,3.7583,2.0717,1.4401,fear
2.6034,3.75,2.2834,1.9144,3.333,3.0104,2.4098,1.4,fear
2.4486,2.4878,6.5355,2.0111,1.8446,3.1901,1.9782,1.1913,fear
2.9912,2.1731,2.3333,1.6676,1.9322,2.8071,1.8524,1.4572,fear
3.9303,2.1435,3.824,3.4046,2.6395,2.3616,2.7606,1.855,fear
2.6429,3.3955,3.5,3.2893,3.3392,3.0104,2.0778,1.3571,fear
2.7366,1.6565,2.5584,1.9503,2.6044,3.2596,2.3022,1.4016,fear
2.683,2.0039,2.9661,2.4526,3.2346,4.3461,2.2295,1.3114,fear
2.3878,1.5023,2.5964,2.1496,2.4906,3.5089,2.2098,1.2203,fear
2.9196,5.0442,3.6071,2.0627,2.9739,5.0111,2.0,1.5256,fear
2.7341,3.638,2.4783,1.7545,3.0851,3.5,2.0727,1.4667,fear
2.8667,5.0,3.363,3.225,4.4267,2.8333,1.7647,1.5333,fear
3.3855,1.8571,2.4342,1.6069,1.818,3.0,1.9333,1.5385,fear
2.4625,2.1913,2.862,1.7945,2.1798,2.4328,2.467,1.4076,fear
2.7735,2.5754,4.0246,2.1287,2.4084,2.9483,2.3291,1.3879,fear
2.5,2.3333,2.5585,2.5711,3.1179,4.4272,1.8571,1.3571,fear
2.2129,2.2972,2.8356,2.0802,2.1954,3.5518,2.2148,1.2569,fear
2.5,1.75,2.5,2.0069,3.4405,2.9205,2.1592,1.4286,fear
3.2897,2.3074,1.7753,1.4399,2.5571,3.6222,1.6601,1.6449,fear
2.6317,3.144,2.6413,2.4715,2.7129,4.2573,1.7704,1.4361,fear
2.8508,3.4041,2.5408,2.1834,4.3669,5.0,1.668,1.3556,fear
2.7305,3.0067,3.6749,2.3452,3.4645,5.0695,1.7477,1.332,fear
2.6438,1.9799,3.1741,1.9201,2.8365,7.0,1.7857,1.2857,fear
2.4108,1.8974,3.7025,1.3683,2.7782,4.4472,2.0,1.2693,fear
2.7245,5.099,3.485,2.4236,2.4709,3.3354,2.2197,1.3868,fear
2.8957,4.0552,3.9017,2.5088,2.7572,2.9506,1.9347,1.4356,fear
2.5412,2.9417,3.1427,1.5647,3.082,4.6786,1.9949,1.4682,fear
2.4336,1.3359,6.5355,2.4411,2.4172,3.7947,2.09,1.1245,fear
2.3947,3.0,3.6576,1.5618,2.4665,5.0111,2.1328,1.2235,fear
2.7902,2.325,2.7493,2.6754,2.0468,3.2882,2.1342,1.3509,fear
2.7333,3.0,4.6904,3.4041,3.5089,2.7526,1.9949,1.335,fear
2.5659,2.8071,3.2707,2.6298,2.6298,3.1623,2.0,1.2844,fear
3.7778,2.1828,3.041,2.3394,2.7083,2.75,1.6464,1.5713,fear
2.6062,2.3022,4.8528,1.7939,2.5121,3.3354,2.0458,1.2347,fear
3.2759,2.8284,5.8106,2.1618,2.5389,4.4045,2.0,1.6298,fear
2.9924,4.6786,3.363,1.7545,3.5089,3.2,1.876,1.5691,fear
3.4061,5.4406,3.0624,2.2504,2.2504,2.6306,2.1504,1.6624,fear
3.0714,2.3333,3.5178,1.942,1.8126,2.6,2.1538,1.5017,fear
3.3706,2.3863,3.7257,2.1591,2.527,5.0111,1.9845,1.5617,fear
2.4293,1.5811,2.7402,2.0036,2.3451,4.7726,2.0446,1.3281,fear
2.7656,2.7996,4.0316,2.1261,3.0068,3.25,2.3077,1.3506,fear
2.0,3.4752,3.92,1.9303,2.882,3.2358,1.9459,1.0,fear
2.648,1.4487,3.1232,3.5435,2.3366,3.178,1.914,1.1606,fear
2.343,4.4259,4.0892,2.1511,2.7206,3.1623,1.8862,1.2793,fear
2.4676,2.5,3.1111,2.0173,2.6897,2.8,1.8585,1.335,fear
3.0711,2.8071,2.1781,1.6792,2.4215,4.0078,1.7477,1.6402,fear
3.2358,1.0181,2.3928,1.7563,1.7563,3.1623,2.201,1.5793,fear
2.1926,2.336,2.9204,1.8069,2.1682,3.9272,1.8005,1.2878,fear
2.4105,1.8922,4.8327,2.6968,1.9545,3.0104,2.256,1.1219,fear
2.9483,1.8385,2.1631,1.6326,2.8423,4.7539,1.6643,1.5404,fear
2.8419,3.1623,3.7346,3.1475,2.2891,2.6077,1.9189,1.3827,fear
2.9294,3.5,4.306,1.6999,1.6933,2.8,2.0727,1.5714,fear
3.6493,1.4422,1.9972,1.6755,2.3234,3.5355,1.9209,1.9709,fear
2.8508,4.6786,2.1042,2.9,4.8333,2.5,1.9333,1.4962,fear
2.8533,2.6588,3.2815,1.9679,2.8629,3.153,2.1716,1.5045,fear
2.93,2.325,2.2943,2.3206,2.3365,2.8284,2.0809,1.5811,fear
2.922,1.7545,3.1427,1.3435,2.2119,3.5089,2.0,1.4962,fear
3.1377,2.9483,2.6733,1.4743,2.1226,2.4715,2.4648,1.7972,fear
2.5606,4.0078,5.6569,2.4459,4.763,3.25,2.2361,1.3114,fear
2.8571,2.8,3.1269,1.7885,2.0865,2.9104,2.2515,1.5017,fear
3.326,6.0208,2.7273,2.8534,2.8534,3.0265,1.9175,1.7459,fear
2.4336,2.6719,2.3636,1.4375,2.3,2.8,1.8571,1.2476,fear
3.3077,1.625,2.4769,1.598,1.7027,2.8,2.0727,1.5404,fear
2.934,2.3022,2.2755,2.0361,3.35,5.3009,1.7737,1.6512,fear
3.1548,1.8385,4.8331,3.2983,2.4324,3.25,2.0015,1.4636,fear
2.7754,2.5221,5.3747,1.879,2.0235,7.0178,1.9237,1.3233,fear
2.808,1.163,2.3988,1.7671,1.8174,2.7653,2.6675,1.6026,fear
3.5293,3.5355,2.7808,2.6344,2.6603,2.9506,2.2571,1.6492,fear
2.6371,1.4036,2.3022,1.8219,2.111,2.7613,2.5366,1.4267,fear
2.4009,3.75,4.2317,2.4515,2.7778,4.1231,1.8423,1.2,fear
3.0791,2.4734,2.6349,2.2748,2.2068,4.4944,1.7032,1.2898,fear
3.5719,2.3616,3.3491,1.6501,1.6501,3.5355,2.0555,1.8289,fear
2.9382,3.2,3.1326,2.8361,2.8167,4.0,2.0634,1.5625,fear
3.0183,2.3616,3.0857,1.8161,1.9266,3.1623,1.855,1.4215,fear
2.9833,3.5355,3.1172,1.8536,3.227,4.6786,2.0063,1.43,fear
2.775,4.2426,3.5164,1.9669,2.659,3.7652,1.9217,1.4112,fear
2.525,3.7832,2.4081,2.485,3.0731,2.7613,2.3609,1.1968,fear
3.2483,2.9205,2.5046,2.1834,3.2751,2.8071,1.925,1.663,fear
2.797,2.5055,2.3333,1.7939,2.3755,3.0067,2.0664,1.4649,fear
3.334,3.75,2.8529,2.6328,2.9118,3.144,1.9961,1.5333,fear
2.2743,4.5069,2.5,2.1153,2.4679,3.75,2.0667,1.2758,fear
2.4951,3.2062,3.0715,1.7822,2.733,4.3461,2.0708,1.1868,fear
2.8193,3.4059,3.1326,2.0021,2.2765,2.6719,2.1209,1.4093,fear
2.7735,2.5495,2.3636,1.4478,2.5315,3.25,2.0015,1.6941,fear
2.9091,2.3712,1.9083,1.7702,2.0868,2.3712,2.2953,1.7047,fear
2.5747,3.8806,2.8484,1.8211,3.1386,2.7526,1.8538,1.2516,fear
2.7071,2.414,3.6456,1.8993,3.2925,4.669,2.3038,1.3434,fear
2.6616,3.7583,2.4711,1.8601,2.5786,4.2573,1.6453,1.4649,fear
2.7653,1.8626,3.0267,1.4429,2.5373,3.3955,1.8585,1.6179,fear
2.1914,4.319,4.2656,2.2032,2.3687,3.4041,2.219,1.0454,fear
2.694,3.2,3.9005,2.1523,3.0133,3.0067,2.0632,1.4389,fear
2.6641,4.7539,3.6356,2.8317,2.6057,3.2596,2.153,1.337,fear
2.2438,2.4083,3.1803,2.206,2.0125,4.6786,1.9289,1.1759,fear
2.2839,3.6,3.6749,3.8831,7.3333,3.3955,2.0013,1.1667,fear
3.25,3.0,3.0125,2.8072,2.5329,3.25,2.1552,1.75,fear
2.6199,3.8881,4.2794,2.1559,2.498,3.0067,2.0632,1.4971,fear
2.4375,3.2,3.5178,2.3863,2.3863,3.2596,2.3009,1.375,fear
2.9541,4.5277,2.1648,2.2657,2.9802,3.5355,1.9209,1.4038,fear
2.4296,2.8,2.3333,2.0276,3.8471,3.6667,2.1818,1.4286,fear
2.7873,6.6483,3.2517,2.8093,2.8649,3.8243,1.7197,1.2939,fear
3.0012,1.3333,3.4522,2.4535,2.6604,2.5,2.6,1.4191,fear
3.099,2.4375,2.6402,1.8946,2.0951,2.3616,1.8289,1.4959,fear
2.8137,1.8826,2.4219,2.0187,2.1312,2.8555,2.0661,1.3905,fear
2.5954,2.4,2.5491,1.4729,2.5386,2.5125,2.2907,1.4191,fear
2.4375,3.1379,2.4558,2.1406,2.5786,5.3333,1.625,1.25,fear
3.1831,2.2,2.9341,1.9843,1.9843,2.7613,1.9099,1.276,fear
3.0006,5.6667,2.4739,2.3092,3.1029,4.6082,2.0028,1.6481,fear
3.1568,2.4083,3.2707,2.1805,3.2211,2.6077,1.9956,1.663,fear
2.6926,3.1623,3.5355,2.3197,2.8772,3.5795,2.0553,1.3156,fear
2.5951,1.5033,6.3431,1.7996,2.0995,4.6667,2.0013,1.332,fear
2.5977,2.5055,3.5068,2.5666,1.8696,3.43,1.9105,1.2656,fear
3.1006,1.338,2.4796,1.7428,2.4405,2.9205,2.2667,1.6692,fear
2.9637,2.3859,3.0,2.3825,2.4297,2.5795,1.8389,1.4887,fear
2.2746,5.7271,2.8077,1.7721,3.0745,4.2793,1.8195,1.2712,fear
3.4177,1.7143,2.1882,1.6274,2.8932,2.3393,1.9962,1.8333,fear
3.0007,15.0,2.418,2.3355,5.2224,2.5055,2.1961,1.6014,fear
2.4359,4.0078,2.5141,2.8036,4.4328,4.7434,1.9333,1.1852,fear
2.6888,2.1731,2.9708,2.2045,2.7139,3.0104,1.91,1.3805,fear
2.6998,1.6314,5.1393,2.2988,2.2988,3.0,1.967,1.3874,fear
2.9155,2.6077,2.5713,2.846,3.5036,3.2596,2.0708,1.6125,fear
3.0012,3.0,2.7693,1.9797,3.0105,3.0,2.085,1.5921,fear
2.5021,2.0039,7.0,1.6921,2.0583,4.7854,1.9209,1.3737,fear
2.8424,2.8636,2.9691,2.3355,3.1804,4.5277,1.8846,1.4399,fear
3.1195,1.4574,2.2418,1.3611,2.1368,2.8333,2.1185,1.623,fear
2.7621,3.2596,2.8524,2.3578,3.3757,4.3333,1.8526,1.3128,fear
3.2061,3.4041,2.617,2.5032,2.2836,3.144,1.9347,1.5691,fear
2.8508,4.6786,2.1042,2.9,4.8333,2.5,1.9333,1.4962,fear
2.9932,2.0051,2.677,2.3045,2.7761,2.7526,1.9962,1.5691,fear
2.7406,3.0,5.9564,2.3393,1.7545,4.7434,1.9379,1.4016,fear
2.2877,2.099,3.0784,1.7387,2.2355,3.9108,2.1095,1.1861,fear
2.6875,1.9846,3.2635,2.3541,2.8358,4.3461,2.2255,1.314,fear
2.8534,2.7526,3.0414,3.0425,2.668,4.4272,1.6429,1.2196,fear
2.5633,1.6,4.0,1.6921,2.7074,3.0,2.5,1.375,fear
2.5625,4.0,3.4921,2.084,4.0047,5.6765,1.704,1.4389,fear
2.2162,3.1667,5.0237,2.0124,2.3554,3.25,2.3859,1.1591,fear
2.2601,2.2361,4.3405,1.9007,2.607,4.3012,1.9087,1.2602,happy
2.5356,1.8792,3.047,1.703,2.1699,2.9205,2.2422,1.2639,happy
2.4596,2.3707,2.6086,2.0538,2.5475,4.5338,1.9796,1.1886,happy
2.1911,2.7606,3.6778,1.6508,3.0853,5.099,2.0248,1.1276,happy
2.3295,2.0363,2.9328,2.4546,2.5024,3.4726,2.1685,1.2367,happy
2.7412,4.3843,3.4522,3.1648,4.1086,4.3333,1.7842,1.3769,happy
2.4407,4.0,4.6667,2.1246,1.9612,3.0414,2.2209,1.2516,happy
2.2804,5.0,3.7445,1.827,2.4699,4.9092,1.8333,1.1754,happy
2.114,2.7996,3.1769,1.7291,3.0259,4.0,2.1683,1.1157,happy
2.0636,2.5807,3.4169,1.5029,2.1132,4.4721,2.0,1.1015,happy
2.3058,3.9272,2.836,2.0558,3.2505,3.4059,1.9974,1.2993,happy
3.043,3.648,3.0551,3.0544,2.4698,2.808,1.6994,1.3125,happy
2.0505,3.171,3.66,2.9175,4.1679,7.0178,1.9962,1.0525,happy
2.5041,2.8,4.2769,2.2,1.9822,3.35,2.2907,1.1451,happy
2.2278,3.5355,2.6965,1.4957,2.4665,4.7011,2.0236,1.2985,happy
2.4802,3.4726,3.3396,1.8365,2.4554,3.4801,2.2361,1.2057,happy
2.5263,1.9,2.939,1.8546,1.8546,4.25,2.1176,1.3684,happy
2.0,4.043,3.7257,1.9165,2.7363,4.6043,2.0489,1.0471,happy
2.5,2.3022,3.1942,1.8913,1.7102,4.0383,1.7658,1.2664,happy
1.8777,3.4234,5.3747,2.9323,2.3711,3.178,2.4067,1.058,happy
2.6515,1.7545,2.8938,1.5013,3.2397,5.3852,2.2667,1.3705,happy
2.0088,3.7724,2.8532,1.7282,3.2135,4.4721,1.8601,0.9487,happy
2.4341,2.4424,4.0552,1.9358,1.9886,4.669,2.161,1.2539,happy
2.2464,2.2149,5.9223,2.7952,2.0177,3.35,2.308,1.0616,happy
2.9031,3.721,3.1979,1.9569,2.9132,3.5355,2.3469,1.4577,happy
2.4648,3.0067,3.0414,2.6359,2.6101,4.6667,1.8585,1.1992,happy
2.2698,3.1279,2.677,1.5202,3.4702,5.0695,1.9428,1.21,happy
2.4747,3.0,3.5357,1.6366,2.2729,3.5901,2.5,1.3477,happy
2.2604,9.5525,4.0156,2.1547,4.8953,3.8881,1.8755,1.1527,happy
1.8662,3.6912,6.2055,3.0914,4.9847,3.8243,1.9238,0.9087,happy
2.3022,7.0711,3.0766,1.8998,3.2453,4.1382,2.1899,1.1628,happy
2.1798,2.8382,3.1076,1.7079,2.1761,4.6786,1.8579,1.1803,happy
2.1414,2.5495,3.2466,1.7065,2.5557,4.1231,2.4471,1.0642,happy
2.3903,4.3925,3.6598,2.0621,2.4136,3.0265,1.9923,1.2748,happy
2.4395,4.3925,3.82,1.9345,2.3152,4.7539,1.9473,1.226,happy
2.2081,3.171,3.5062,1.6984,2.6908,2.6077,2.3022,1.1575,happy
2.1674,3.6,3.1769,1.7,3.0052,5.0111,1.8009,1.057,happy
2.105,1.8932,4.5128,1.5275,1.6217,6.5192,2.2295,1.105,happy
2.4837,1.4326,2.9932,1.9233,1.4526,4.7011,1.8112,1.1427,happy
2.1375,2.5,5.5,2.1095,2.6369,3.35,2.0896,1.0667,happy
2.2626,1.8647,2.6726,2.3042,2.8365,4.3333,1.7709,1.1992,happy
2.2075,1.7297,2.7004,1.9114,2.9629,3.8079,2.3253,1.0512,happy
2.2709,2.4878,3.4718,1.4346,1.9535,5.3852,1.9262,1.0655,happy
2.0088,2.7203,8.2843,2.6846,2.6846,6.3246,1.8601,1.0,happy
1.876,3.2,2.9341,1.4321,3.3416,5.5,2.0909,1.0625,happy
2.5844,1.7029,4.5714,2.1954,2.8015,2.75,2.9105,1.3557,happy
2.288,2.9774,3.4677,1.9317,2.8731,4.714,1.93,1.1648,happy
2.0488,2.063,4.8255,2.4416,2.0467,3.1623,2.2188,1.0156,happy
2.1207,2.3859,6.355,1.8327,2.1507,3.8471,2.3724,1.0718,happy
1.7926,2.375,4.0276,1.6491,2.8421,5.8138,1.9231,0.9488,happy
2.364,2.6874,3.0129,1.7996,3.1016,3.6818,2.4512,1.18,happy
2.0082,3.0738,4.951,1.4801,2.4899,7.4027,2.0308,1.0551,happy
2.3077,2.6,4.5308,1.7121,2.1401,9.0554,1.8806,1.0,happy
1.9746,2.8682,3.8072,1.7831,2.2639,6.8007,2.0704,1.046,happy
2.0,2.3172,3.5855,2.0099,3.0101,4.2164,1.9764,1.0,happy
2.0209,2.9361,4.4612,1.9144,2.7008,4.9244,2.2268,1.0218,happy
2.0245,2.5495,5.4142,2.3658,1.9968,6.1847,2.0356,1.0046,happy
2.5883,2.0335,2.7072,1.9734,1.9195,4.5607,2.0475,1.1771,happy
2.6904,3.1379,3.6425,2.0252,2.1555,3.25,2.2361,1.3807,happy
2.6616,2.9483,3.5,2.8286,2.1758,3.25,2.1538,1.3969,happy
2.0078,2.5321,3.8563,1.8739,2.3128,5.1747,2.1247,1.0182,happy
2.5607,2.4698,3.8845,1.5964,2.5241,10.7005,1.8923,1.2241,happy
2.2738,3.1623,2.856,1.6477,2.6647,5.099,1.825,1.1543,happy
2.5084,2.6509,3.1865,1.6853,3.2075,2.9506,2.4783,1.3156,happy
2.7346,2.126,2.1187,1.5524,2.0716,2.8,2.0051,1.4032,happy
2.7296,5.8822,3.9017,2.3899,2.2446,3.1901,2.0287,1.4019,happy
2.114,4.2573,3.6667,3.1653,2.2646,4.0139,1.9931,1.0,happy
2.4412,2.0,3.3889,1.7332,1.973,3.0,2.2766,1.1504,happy
2.2836,3.0185,4.0616,1.7961,2.8496,5.5902,2.1401,1.2026,happy
1.9447,2.8333,6.0414,1.7579,2.9453,4.4944,2.3902,1.0,happy
2.4807,2.9637,3.0208,1.4184,1.5931,3.8243,1.9238,1.2316,happy
2.6438,3.5,5.5495,2.6746,3.6759,4.4385,1.5819,1.1451,happy
1.9983,3.0034,2.6465,1.6149,2.8784,8.5147,1.8828,1.1901,happy
2.6608,3.0067,2.7841,2.5548,1.9528,3.0067,1.7346,1.1992,happy
2.1041,3.1408,3.82,1.2812,2.0751,4.714,1.9209,1.1042,happy
2.4962,3.6056,2.5693,1.6211,2.8614,5.3852,1.88,1.3324,happy
2.0672,2.6529,3.9466,1.9214,2.923,3.5082,2.3505,1.0972,happy
2.1929,2.3712,4.0629,1.8135,2.7588,4.219,2.1463,1.1815,happy
2.2638,3.7262,3.5355,2.0911,2.6376,5.0,2.0677,1.1579,happy
2.0914,2.7779,4.4567,1.9303,3.2221,4.4721,2.07,1.0,happy
2.1727,2.4083,3.1052,1.7143,2.3534,4.3333,1.9231,1.1157,happy
1.8696,2.875,3.8404,1.8772,2.4858,5.6765,1.8791,1.0878,happy
2.2464,1.6044,8.1104,1.5873,1.5953,3.4928,2.2706,1.1232,happy
2.3559,2.7948,3.0142,2.2532,3.3798,4.4385,1.8524,1.1765,happy
2.0077,2.8141,2.9341,1.5623,2.6793,4.1231,1.9235,1.058,happy
2.1118,2.25,3.4342,1.7885,2.2762,6.0208,2.2422,1.1111,happy
2.4713,2.8333,3.4169,2.2782,2.7071,4.7539,1.8732,1.1779,happy
2.7088,2.1853,3.5725,1.8103,2.5601,2.4734,2.6765,1.3221,happy
2.1216,3.1236,3.2204,1.866,2.1474,7.1694,1.6888,1.0579,happy
2.8086,2.7116,2.7364,2.0666,1.8479,4.9396,1.6397,1.1764,happy
2.0979,2.7779,3.9666,1.8788,2.2487,4.7726,2.0553,1.1057,happy
2.2322,3.4234,2.9073,1.6325,2.8421,4.714,1.7103,1.058,happy
2.1713,5.2356,3.0606,1.8629,3.0723,2.5874,2.1606,1.181,happy
2.9638,2.7116,2.5337,1.8121,3.5775,3.6818,2.0843,1.6199,happy
1.9525,3.0034,3.2263,1.3425,2.1805,7.0178,1.9962,0.956,happy
2.3704,2.2902,4.3609,2.0157,1.8744,4.0,2.1667,1.1852,happy
2.131,2.9155,3.9139,1.5247,2.1927,3.7003,2.0906,1.118,happy
2.6426,2.6679,2.4848,1.6621,2.8001,6.0208,1.6609,1.4574,happy
2.525,3.8053,3.7916,2.7128,2.1511,4.7434,2.2091,1.2625,happy
2.382,2.4775,3.3307,1.9209,2.2791,4.1231,2.5,1.0732,happy
2.1379,3.0136,2.8183,1.4086,2.0122,5.3748,1.9933,1.1417,happy
2.2023,2.2804,3.2249,2.4705,2.8742,6.3246,1.7103,1.1317,happy
2.2785,2.5714,3.3217,2.1699,3.2548,3.25,2.0015,1.1125,happy
2.6649,3.0046,2.9041,1.7201,2.0769,2.9417,2.3485,1.3912,happy
2.1549,3.171,4.1827,1.6875,2.6735,6.2769,1.9949,1.105,happy
2.3159,2.6304,3.7346,3.2723,2.3621,2.9104,2.085,1.1891,happy
2.1863,3.6483,3.6532,1.7503,2.3422,3.1623,2.5125,1.0988,happy
2.0549,2.9774,3.3217,2.1834,2.3432,4.4385,1.9355,1.1098,happy
2.0521,2.3697,5.8901,1.4996,2.5528,4.1231,2.0835,1.0482,happy
2.21,2.718,5.9598,1.8597,2.1401,4.4272,2.0013,1.0512,happy
2.2029,4.5621,2.8744,1.9428,2.251,4.0311,1.7409,1.2068,happy
2.2778,4.3656,3.7143,3.7585,3.4982,3.5,2.0013,1.168,happy
2.0,2.5612,4.6152,1.3891,2.1794,5.5227,2.2796,1.0549,happy
2.0514,3.7724,6.0693,3.1991,2.5868,7.0711,1.7903,0.9487,happy
2.4763,1.456,5.5486,2.0024,1.6576,2.2638,2.9238,1.121,happy
2.9091,2.75,3.3333,2.6369,2.6369,5.5227,1.9918,1.4545,happy
2.5842,2.2638,4.6135,2.04,2.0174,3.1145,2.7936,1.3489,happy
2.3555,3.3397,26.0,2.638,2.1833,2.7613,2.3557,1.1173,happy
2.8531,2.7065,3.3645,2.1392,2.1376,4.1868,1.819,1.3551,happy
2.4336,2.6719,3.5208,1.5714,2.4896,2.6077,2.1489,1.2491,happy
2.506,2.9637,2.5212,1.5745,1.8548,4.0139,2.6626,1.2216,happy
2.0505,2.114,2.357,1.4488,2.1073,6.5192,2.0765,1.0525,happy
2.2941,5.6667,3.8695,2.9126,2.884,4.111,2.2308,1.1765,happy
2.2806,4.3925,5.6444,1.6862,2.4315,4.1231,2.3124,1.2198,happy
2.1841,4.0078,4.357,1.575,2.1834,5.5,2.2745,1.1245,happy
2.0919,4.02,5.0111,2.0556,2.2362,3.7832,2.0581,1.0957,happy
2.2806,4.3925,4.6965,1.953,2.2629,2.9205,2.414,1.1098,happy
2.5278,4.1302,6.3753,1.6278,1.8239,2.7456,2.144,1.2346,happy
2.6588,3.8079,4.5308,2.3819,3.0923,4.0,1.5855,1.0828,happy
2.2322,3.4234,3.7025,1.7335,2.2088,4.3461,2.0934,1.1343,happy
3.1483,1.1853,4.5128,1.6559,2.0252,3.0185,3.2044,1.6106,happy
2.6956,3.3838,2.3331,1.8028,2.6629,3.3838,1.8691,1.4018,happy
1.9952,3.7468,3.4677,1.5675,2.7563,6.5192,2.153,1.0521,happy
2.6429,1.3931,6.0,2.9756,1.7003,3.4928,1.9918,1.2143,happy
2.2638,3.721,3.4444,2.7915,2.588,4.5338,2.0,1.0355,happy
2.0608,2.6844,4.1303,1.7187,2.9369,7.0,2.0643,1.0738,happy
2.3022,3.4059,4.859,2.1653,3.2428,5.831,2.0835,1.0635,happy
2.6218,2.5495,3.9533,1.748,1.9293,3.3354,2.5583,1.3359,happy
2.1619,2.1098,3.9156,1.9974,2.769,4.3843,2.2166,1.0521,happy
2.241,3.0,3.9691,1.5007,1.727,3.9482,2.0859,1.2019,happy
2.0656,2.2471,3.6218,1.6498,2.0333,4.7726,2.0553,1.0489,happy
2.3845,4.3925,5.7566,1.9925,2.0025,3.1623,2.3213,1.2748,happy
2.5589,5.831,3.2116,2.9077,2.9077,3.6401,1.9822,1.25,happy
1.9872,2.8529,5.4191,1.8264,2.6945,6.0,1.9239,0.9949,happy
2.8634,2.1476,3.7833,2.3972,2.0725,3.0104,2.4098,1.3985,happy
2.0006,1.5457,4.5597,1.7106,1.6619,4.272,2.3713,0.9794,happy
2.2139,3.0208,4.0822,1.8547,1.994,4.7539,1.8732,1.1103,happy
2.1213,4.2573,3.3034,2.1983,3.2975,3.4041,2.0,1.1803,happy
2.1896,3.35,3.8039,1.6036,2.6204,7.1554,2.0039,1.1982,happy
2.3457,2.2838,3.5844,2.171,2.3946,3.8013,2.3419,1.1818,happy
3.0828,2.4083,2.4443,2.265,2.9793,2.9205,2.1656,1.663,happy
